timestamp(ms),OmegaX,OmegaY,OmegaZ,AngleError,TrqX,TrqY,TrqZ,QuatW,QuatX,QuatY,QuatZ,ADCS_Mode,Tgt_I_X,Tgt_I_Y,Tgt_I_Z,Act_I_X,Act_I_Y,Act_I_Z,PWM_X,PWM_Y,PWM_Z,
"1770621176,641","-0,084254","0,450629","-0,196528","153,15","-0,000002","-0,000001","-0,000001","-0,2321","-0,5535","-0,492","0,6306","1","-0,184","0,0763","0,2","-0,184","0,0763","0,2","-45,99","19,08","50",
"1770621176,652","-0,084788","0,450527","-0,196532","153,33","-0,000002","-0,000001","-0,000001","-0,2306","-0,5544","-0,4934","0,6293","1","-0,1851","0,0748","0,2","-0,1851","0,0748","0,2","-46,26","18,7","50",
"1770621176,663","-0,085322","0,450425","-0,196536","153,51","-0,000002","-0,000001","-0,000001","-0,2291","-0,5552","-0,4947","0,6281","1","-0,1861","0,0733","0,2","-0,1861","0,0733","0,2","-46,53","18,32","50",
"1770621176,675","-0,085855","0,450322","-0,19654","153,68","-0,000002","-0,000001","-0,000001","-0,2276","-0,556","-0,496","0,6269","1","-0,1872","0,0717","0,2","-0,1872","0,0717","0,2","-46,8","17,93","50",
"1770621176,687","-0,086389","0,450219","-0,196544","153,86","-0,000002","-0,000001","-0,000001","-0,2262","-0,5569","-0,4973","0,6256","1","-0,1882","0,0702","0,2","-0,1882","0,0702","0,2","-47,05","17,55","50",
"1770621176,699","-0,086922","0,450115","-0,196548","154,03","-0,000002","-0,000001","-0,000001","-0,2247","-0,5577","-0,4987","0,6244","1","-0,1892","0,0687","0,2","-0,1892","0,0687","0,2","-47,31","17,17","50",
"1770621176,71","-0,087456","0,45001","-0,196552","154,21","-0,000002","-0,000001","-0,000001","-0,2232","-0,5585","-0,5","0,6231","1","-0,1902","0,0671","0,2","-0,1902","0,0671","0,2","-47,56","16,78","50",
"1770621176,722","-0,087989","0,449905","-0,196556","154,39","-0,000002","-0,000001","-0,000001","-0,2217","-0,5593","-0,5013","0,6219","1","-0,1912","0,0656","0,2","-0,1912","0,0656","0,2","-47,81","16,4","50",
"1770621176,734","-0,088522","0,449799","-0,19656","154,56","-0,000002","-0,000002","-0,000001","-0,2202","-0,5601","-0,5026","0,6206","1","-0,1922","0,064","0,2","-0,1922","0,064","0,2","-48,05","16,01","50",
"1770621176,747","-0,089055","0,449693","-0,196564","154,74","-0,000002","-0,000002","-0,000001","-0,2187","-0,5609","-0,504","0,6193","1","-0,1932","0,0625","0,2","-0,1932","0,0625","0,2","-48,29","15,62","50",
"1770621176,758","-0,089588","0,449585","-0,196569","154,91","-0,000002","-0,000002","-0,000001","-0,2172","-0,5617","-0,5053","0,6181","1","-0,1941","0,061","0,2","-0,1941","0,061","0,2","-48,53","15,24","50",
"1770621176,77","-0,090121","0,449478","-0,196573","155,09","-0,000002","-0,000002","-0,000001","-0,2157","-0,5625","-0,5066","0,6168","1","-0,195","0,0594","0,2","-0,195","0,0594","0,2","-48,76","14,85","50",
"1770621176,781","-0,090653","0,449369","-0,196577","155,26","-0,000002","-0,000002","-0,000001","-0,2142","-0,5633","-0,5079","0,6155","1","-0,1959","0,0579","0,2","-0,1959","0,0579","0,2","-48,98","14,46","50",
"1770621176,792","-0,091186","0,44926","-0,196582","155,44","-0,000002","-0,000002","-0,000001","-0,2127","-0,5641","-0,5092","0,6142","1","-0,1968","0,0563","0,2","-0,1968","0,0563","0,2","-49,21","14,08","50",
"1770621176,803","-0,091718","0,44915","-0,196586","155,61","-0,000002","-0,000002","-0,000001","-0,2112","-0,5649","-0,5105","0,6129","1","-0,1977","0,0548","0,2","-0,1977","0,0548","0,2","-49,42","13,69","50",
"1770621176,815","-0,09225","0,44904","-0,19659","155,79","-0,000002","-0,000002","-0,000001","-0,2097","-0,5656","-0,5118","0,6116","1","-0,1986","0,0532","0,2","-0,1986","0,0532","0,2","-49,64","13,3","50",
"1770621176,826","-0,092783","0,448929","-0,196595","155,96","-0,000002","-0,000002","-0,000002","-0,2083","-0,5664","-0,5132","0,6103","1","-0,1994","0,0516","0,2","-0,1994","0,0516","0,2","-49,85","12,91","50",
"1770621176,838","-0,093315","0,448817","-0,196599","156,13","-0,000002","-0,000002","-0,000002","-0,2068","-0,5672","-0,5145","0,609","1","-0,2","0,0501","0,2","-0,2","0,0501","0,2","-50","12,52","50",
"1770621176,849","-0,093846","0,448705","-0,196604","156,31","-0,000002","-0,000002","-0,000002","-0,2053","-0,5679","-0,5158","0,6077","1","-0,2","0,0485","0,2","-0,2","0,0485","0,2","-50","12,13","50",
"1770621176,86","-0,094378","0,448592","-0,196608","156,48","-0,000002","-0,000002","-0,000002","-0,2038","-0,5687","-0,5171","0,6064","1","-0,2","0,047","0,2","-0,2","0,047","0,2","-50","11,74","50",
"1770621176,871","-0,09491","0,448479","-0,196613","156,66","-0,000002","-0,000002","-0,000002","-0,2023","-0,5694","-0,5184","0,6051","1","-0,2","0,0454","0,1991","-0,2","0,0454","0,1991","-50","11,35","49,77",
"1770621176,883","-0,095441","0,448364","-0,196618","156,83","-0,000002","-0,000002","-0,000002","-0,2008","-0,5702","-0,5197","0,6037","1","-0,2","0,0439","0,1964","-0,2","0,0439","0,1964","-50","10,96","49,11",
"1770621176,894","-0,095972","0,44825","-0,196622","157","-0,000002","-0,000002","-0,000002","-0,1993","-0,5709","-0,521","0,6024","1","-0,2","0,0423","0,1938","-0,2","0,0423","0,1938","-50","10,57","48,44",
"1770621176,905","-0,096504","0,448134","-0,196627","157,18","-0,000002","-0,000002","-0,000002","-0,1978","-0,5717","-0,5223","0,6011","1","-0,2","0,0407","0,1911","-0,2","0,0407","0,1911","-50","10,18","47,77",
"1770621176,916","-0,097035","0,448018","-0,196631","157,35","-0,000002","-0,000002","-0,000002","-0,1964","-0,5724","-0,5236","0,5997","1","-0,2","0,0392","0,1884","-0,2","0,0392","0,1884","-50","9,79","47,1",
"1770621176,928","-0,097565","0,447901","-0,196636","157,52","-0,000002","-0,000002","-0,000002","-0,1949","-0,5731","-0,5248","0,5984","1","-0,2","0,0376","0,1857","-0,2","0,0376","0,1857","-50","9,4","46,43",
"1770621176,939","-0,098096","0,447784","-0,196641","157,7","-0,000002","-0,000001","-0,000002","-0,1934","-0,5739","-0,5261","0,597","1","-0,2","0,036","0,183","-0,2","0,036","0,183","-50","9,01","45,76",
"1770621176,949","-0,098626","0,447666","-0,196645","157,87","-0,000002","-0,000001","-0,000002","-0,1919","-0,5746","-0,5274","0,5957","1","-0,2","0,0345","0,1804","-0,2","0,0345","0,1804","-50","8,62","45,09",
"1770621176,96","-0,099157","0,447548","-0,19665","158,04","-0,000002","-0,000001","-0,000002","-0,1904","-0,5753","-0,5287","0,5943","1","-0,2","0,0329","0,1777","-0,2","0,0329","0,1777","-50","8,23","44,41",
"1770621176,972","-0,099687","0,447429","-0,196655","158,22","-0,000002","-0,000001","-0,000002","-0,1889","-0,576","-0,53","0,593","1","-0,2","0,0314","0,175","-0,2","0,0314","0,175","-50","7,84","43,74",
"1770621176,984","-0,100217","0,447309","-0,196659","158,39","-0,000002","-0,000001","-0,000002","-0,1875","-0,5767","-0,5313","0,5916","1","-0,2","0,0298","0,1723","-0,2","0,0298","0,1723","-50","7,45","43,07",
"1770621176,996","-0,100747","0,447189","-0,196664","158,56","-0,000002","-0,000001","-0,000002","-0,186","-0,5774","-0,5326","0,5902","1","-0,2","0,0282","0,1696","-0,2","0,0282","0,1696","-50","7,06","42,39",
"1770621177,008","-0,101276","0,447068","-0,196669","158,74","-0,000002","-0,000001","-0,000002","-0,1845","-0,5781","-0,5338","0,5888","1","-0,2","0,0267","0,1669","-0,2","0,0267","0,1669","-50","6,67","41,71",
"1770621177,021","-0,101806","0,446946","-0,196673","158,91","-0,000001","-0,000001","-0,000002","-0,183","-0,5788","-0,5351","0,5875","1","-0,2","0,0251","0,1641","-0,2","0,0251","0,1641","-50","6,27","41,04",
"1770621177,031","-0,102335","0,446824","-0,196678","159,08","-0,000001","-0,000001","-0,000002","-0,1815","-0,5795","-0,5364","0,5861","1","-0,2","0,0235","0,1614","-0,2","0,0235","0,1614","-50","5,88","40,36",
"1770621177,042","-0,102864","0,446701","-0,196683","159,25","-0,000001","-0,000001","-0,000002","-0,1801","-0,5802","-0,5377","0,5847","1","-0,2","0,022","0,1587","-0,2","0,022","0,1587","-50","5,49","39,68",
"1770621177,053","-0,103393","0,446577","-0,196688","159,42","-0,000001","-0,000001","-0,000002","-0,1786","-0,5809","-0,5389","0,5833","1","-0,2","0,0204","0,156","-0,2","0,0204","0,156","-50","5,1","39",
"1770621177,066","-0,103922","0,446453","-0,196693","159,6","-0,000001","-0,000001","-0,000002","-0,1771","-0,5816","-0,5402","0,5819","1","-0,2","0,0188","0,1533","-0,2","0,0188","0,1533","-50","4,71","38,32",
"1770621177,076","-0,104451","0,446329","-0,196697","159,77","-0,000001","-0,000001","-0,000002","-0,1756","-0,5822","-0,5415","0,5805","1","-0,2","0,0173","0,1505","-0,2","0,0173","0,1505","-50","4,32","37,63",
"1770621177,087","-0,104979","0,446203","-0,196702","159,94","-0,000001","-0,000001","-0,000002","-0,1742","-0,5829","-0,5428","0,5791","1","-0,2","0,0157","0,1478","-0,2","0,0157","0,1478","-50","3,93","36,95",
"1770621177,098","-0,105508","0,446077","-0,196707","160,11","-0,000001","-0,000001","-0,000002","-0,1727","-0,5836","-0,544","0,5776","1","-0,2","0,0142","0,1451","-0,2","0,0142","0,1451","-50","3,54","36,27",
"1770621177,111","-0,106036","0,445951","-0,196712","160,28","-0,000001","-0,000001","-0,000002","-0,1712","-0,5842","-0,5453","0,5762","1","-0,2","0,0126","0,1423","-0,2","0,0126","0,1423","-50","3,15","35,58",
"1770621177,122","-0,106564","0,445824","-0,196717","160,45","-0,000001","-0,000001","-0,000002","-0,1697","-0,5849","-0,5465","0,5748","1","-0,2","0,011","0,1396","-0,2","0,011","0,1396","-50","2,76","34,9",
"1770621177,133","-0,107092","0,445696","-0,196722","160,63","-0,000001","-0,000001","-0,000002","-0,1683","-0,5855","-0,5478","0,5734","1","-0,2","0,0095","0,1369","-0,2","0,0095","0,1369","-50","2,37","34,21",
"1770621177,149","-0,107619","0,445567","-0,196726","160,8","-0,000001","-0,000001","-0,000002","-0,1668","-0,5862","-0,5491","0,5719","1","-0,2","0,0079","0,1341","-0,2","0,0079","0,1341","-50","1,98","33,53",
"1770621177,155","-0,108147","0,445438","-0,196731","160,97","-0,000001","-0,000001","-0,000002","-0,1653","-0,5868","-0,5503","0,5705","1","-0,2","0,0064","0,1314","-0,2","0,0064","0,1314","-50","1,59","32,84",
"1770621177,166","-0,108674","0,445309","-0,196736","161,14","-0,000001","-0,000001","-0,000002","-0,1639","-0,5875","-0,5516","0,569","1","-0,2","0,0048","0,1286","-0,2","0,0048","0,1286","-50","1,2","32,15",
"1770621177,18","-0,109201","0,445179","-0,196741","161,31","-0,000001","-0,000001","-0,000002","-0,1624","-0,5881","-0,5528","0,5676","1","-0,2","0,0033","0,1259","-0,2","0,0033","0,1259","-50","0,82","31,46",
"1770621177,19","-0,109728","0,445048","-0,196746","161,48","-0,000001","-0,000001","-0,000002","-0,1609","-0,5887","-0,5541","0,5661","1","-0,2","0,0017","0,1231","-0,2","0,0017","0,1231","-50","0,43","30,78",
"1770621177,202","-0,110255","0,444916","-0,196751","161,65","-0,000001","-0,000001","-0,000002","-0,1595","-0,5894","-0,5553","0,5647","1","-0,2","0,0002","0,1203","-0,2","0,0002","0,1203","-50","0,04","30,09",
"1770621177,213","-0,110781","0,444784","-0,196756","161,82","-0,000001","-0,000001","-0,000002","-0,158","-0,59","-0,5566","0,5632","1","-0,2","-0,0014","0,1176","-0,2","-0,0014","0,1176","-50","-0,35","29,4",
"1770621177,225","-0,111308","0,444651","-0,196761","161,99","-0,000001","-0,000001","-0,000002","-0,1565","-0,5906","-0,5578","0,5617","1","-0,2","-0,0029","0,1148","-0,2","-0,0029","0,1148","-50","-0,74","28,7",
"1770621177,237","-0,111834","0,444518","-0,196766","162,16","-0,000001","-0,000001","-0,000002","-0,1551","-0,5912","-0,559","0,5603","1","-0,2","-0,0045","0,1121","-0,2","-0,0045","0,1121","-50","-1,12","28,01",
"1770621177,248","-0,11236","0,444384","-0,196771","162,33","-0,000001","-0,000001","-0,000002","-0,1536","-0,5918","-0,5603","0,5588","1","-0,2","-0,006","0,1093","-0,2","-0,006","0,1093","-50","-1,51","27,32",
"1770621177,26","-0,112886","0,44425","-0,196776","162,5","-0,000001","-0,000001","-0,000002","-0,1521","-0,5924","-0,5615","0,5573","1","-0,2","-0,0076","0,1065","-0,2","-0,0076","0,1065","-50","-1,89","26,63",
"1770621177,279","-0,113411","0,444114","-0,196781","162,67","-0,000001","-0,000001","-0,000002","-0,1507","-0,593","-0,5628","0,5558","1","-0,2","-0,0091","0,1037","-0,2","-0,0091","0,1037","-50","-2,28","25,94",
"1770621177,289","-0,113937","0,443979","-0,196786","162,84","-0,000001","-0,000001","-0,000002","-0,1492","-0,5936","-0,564","0,5543","1","-0,2","-0,0107","0,101","-0,2","-0,0107","0,101","-50","-2,66","25,24",
"1770621177,306","-0,114462","0,443842","-0,196791","163,01","-0,000001","-0,000001","-0,000002","-0,1478","-0,5942","-0,5652","0,5529","1","-0,2","-0,0122","0,0982","-0,2","-0,0122","0,0982","-50","-3,05","24,55",
"1770621177,316","-0,114987","0,443705","-0,196796","163,17","-0,000001","-0,000001","-0,000002","-0,1463","-0,5948","-0,5664","0,5514","1","-0,2","-0,0137","0,0954","-0,2","-0,0137","0,0954","-50","-3,43","23,85",
"1770621177,328","-0,115512","0,443568","-0,196801","163,34","-0,000001","-0,000001","-0,000002","-0,1448","-0,5953","-0,5677","0,5498","1","-0,2","-0,0153","0,0926","-0,2","-0,0153","0,0926","-50","-3,82","23,16",
"1770621177,339","-0,116037","0,443429","-0,196806","163,51","-0,000001","-0,000001","-0,000002","-0,1434","-0,5959","-0,5689","0,5483","1","-0,2","-0,0168","0,0898","-0,2","-0,0168","0,0898","-50","-4,2","22,46",
"1770621177,35","-0,116561","0,44329","-0,196811","163,68","-0,000001","-0,000001","-0,000002","-0,1419","-0,5965","-0,5701","0,5468","1","-0,2","-0,0183","0,0871","-0,2","-0,0183","0,0871","-50","-4,58","21,77",
"1770621177,361","-0,117086","0,443151","-0,196816","163,85","-0,000001","-0,000001","-0,000002","-0,1405","-0,5971","-0,5713","0,5453","1","-0,2","-0,0198","0,0843","-0,2","-0,0198","0,0843","-50","-4,96","21,07",
"1770621177,372","-0,11761","0,443011","-0,196822","164,02","-0,000001","-0,000001","-0,000002","-0,139","-0,5976","-0,5725","0,5438","1","-0,2","-0,0214","0,0815","-0,2","-0,0214","0,0815","-50","-5,34","20,37",
"1770621177,382","-0,118134","0,44287","-0,196827","164,18","-0,000001","-0,000001","-0,000002","-0,1376","-0,5982","-0,5738","0,5423","1","-0,2","-0,0229","0,0787","-0,2","-0,0229","0,0787","-50","-5,72","19,67",
"1770621177,398","-0,118658","0,442729","-0,196832","164,35","-0,000001","-0,000001","-0,000002","-0,1361","-0,5987","-0,575","0,5407","1","-0,2","-0,0244","0,0759","-0,2","-0,0244","0,0759","-50","-6,1","18,98",
"1770621177,41","-0,119181","0,442587","-0,196837","164,52","0","-0,000001","-0,000002","-0,1347","-0,5993","-0,5762","0,5392","1","-0,2","-0,0259","0,0731","-0,2","-0,0259","0,0731","-50","-6,48","18,28",
"1770621177,421","-0,119705","0,442444","-0,196842","164,69","0","-0,000001","-0,000002","-0,1332","-0,5998","-0,5774","0,5377","1","-0,2","-0,0274","0,0703","-0,2","-0,0274","0,0703","-50","-6,86","17,58",
"1770621177,433","-0,120228","0,442301","-0,196847","164,85","0","-0,000001","-0,000002","-0,1318","-0,6004","-0,5786","0,5361","1","-0,2","-0,0289","0,0675","-0,2","-0,0289","0,0675","-50","-7,24","16,88",
"1770621177,444","-0,120751","0,442157","-0,196853","165,02","0","-0,000001","-0,000002","-0,1303","-0,6009","-0,5798","0,5346","1","-0,2","-0,0304","0,0647","-0,2","-0,0304","0,0647","-50","-7,61","16,18",
"1770621177,457","-0,121274","0,442013","-0,196858","165,19","0","-0,000001","-0,000002","-0,1289","-0,6014","-0,581","0,533","1","-0,2","-0,032","0,0619","-0,2","-0,032","0,0619","-50","-7,99","15,48",
"1770621177,469","-0,121796","0,441868","-0,196863","165,36","0","-0,000001","-0,000002","-0,1275","-0,602","-0,5822","0,5315","1","-0,2","-0,0335","0,0591","-0,2","-0,0335","0,0591","-50","-8,36","14,78",
"1770621177,481","-0,122319","0,441722","-0,196868","165,52","0","-0,000001","-0,000002","-0,126","-0,6025","-0,5834","0,5299","1","-0,2","-0,0349","0,0563","-0,2","-0,0349","0,0563","-50","-8,74","14,08",
"1770621177,496","-0,122841","0,441576","-0,196873","165,69","0","-0,000001","-0,000002","-0,1246","-0,603","-0,5846","0,5283","1","-0,2","-0,0364","0,0535","-0,2","-0,0364","0,0535","-50","-9,11","13,38",
"1770621177,508","-0,123363","0,441429","-0,196879","165,85","0","-0,000001","-0,000002","-0,1231","-0,6035","-0,5858","0,5268","1","-0,2","-0,0379","0,0507","-0,2","-0,0379","0,0507","-50","-9,48","12,68",
"1770621177,519","-0,123885","0,441282","-0,196884","166,02","0","-0,000001","-0,000002","-0,1217","-0,604","-0,587","0,5252","1","-0,2","-0,0394","0,0479","-0,2","-0,0394","0,0479","-50","-9,85","11,98",
"1770621177,531","-0,124407","0,441134","-0,196889","166,19","0","-0,000001","-0,000002","-0,1203","-0,6045","-0,5882","0,5236","1","-0,2","-0,0409","0,0451","-0,2","-0,0409","0,0451","-50","-10,23","11,28",
"1770621177,543","-0,124928","0,440985","-0,196894","166,35","0","-0,000001","-0,000002","-0,1188","-0,605","-0,5893","0,522","1","-0,2","-0,0424","0,0423","-0,2","-0,0424","0,0423","-50","-10,6","10,58",
"1770621177,555","-0,125449","0,440836","-0,1969","166,52","0","-0,000001","-0,000002","-0,1174","-0,6055","-0,5905","0,5204","1","-0,2","-0,0439","0,0395","-0,2","-0,0439","0,0395","-50","-10,96","9,88",
"1770621177,568","-0,12597","0,440686","-0,196905","166,68","0","-0,000001","-0,000002","-0,1159","-0,606","-0,5917","0,5188","1","-0,2","-0,0453","0,0367","-0,2","-0,0453","0,0367","-50","-11,33","9,17",
"1770621177,584","-0,126491","0,440535","-0,19691","166,85","0","-0,000001","-0,000002","-0,1145","-0,6065","-0,5929","0,5173","1","-0,2","-0,0468","0,0339","-0,2","-0,0468","0,0339","-50","-11,7","8,47",
"1770621177,596","-0,127012","0,440384","-0,196916","167,01","0","-0,000001","-0,000002","-0,1131","-0,607","-0,5941","0,5157","1","-0,2","-0,0483","0,0311","-0,2","-0,0483","0,0311","-50","-12,07","7,77",
"1770621177,608","-0,127532","0,440233","-0,196921","167,18","0","-0,000001","-0,000002","-0,1117","-0,6074","-0,5952","0,514","1","-0,2","-0,0497","0,0283","-0,2","-0,0497","0,0283","-50","-12,43","7,07",
"1770621177,618","-0,128053","0,44008","-0,196926","167,34","0","-0,000001","-0,000002","-0,1102","-0,6079","-0,5964","0,5124","1","-0,2","-0,0512","0,0255","-0,2","-0,0512","0,0255","-50","-12,79","6,36",
"1770621177,629","-0,128573","0,439927","-0,196932","167,51","0","-0,000001","-0,000002","-0,1088","-0,6084","-0,5976","0,5108","1","-0,2","-0,0526","0,0226","-0,2","-0,0526","0,0226","-50","-13,16","5,66",
"1770621177,641","-0,129093","0,439774","-0,196937","167,67","0","-0,000001","-0,000002","-0,1074","-0,6088","-0,5987","0,5092","1","-0,2","-0,0541","0,0198","-0,2","-0,0541","0,0198","-50","-13,52","4,96",
"1770621177,652","-0,129612","0,43962","-0,196942","167,84","0","-0,000001","-0,000002","-0,106","-0,6093","-0,5999","0,5076","1","-0,2","-0,0555","0,017","-0,2","-0,0555","0,017","-50","-13,88","4,26",
"1770621177,664","-0,130132","0,439465","-0,196948","168","0","-0,000001","-0,000002","-0,1045","-0,6098","-0,6011","0,506","1","-0,2","-0,057","0,0142","-0,2","-0,057","0,0142","-50","-14,24","3,55",
"1770621177,676","-0,130651","0,439309","-0,196953","168,16","0","-0,000001","-0,000002","-0,1031","-0,6102","-0,6022","0,5043","1","-0,2","-0,0584","0,0114","-0,2","-0,0584","0,0114","-50","-14,6","2,85",
"1770621177,687","-0,13117","0,439153","-0,196959","168,33","0","-0,000001","-0,000002","-0,1017","-0,6106","-0,6034","0,5027","1","-0,2","-0,0598","0,0086","-0,2","-0,0598","0,0086","-50","-14,96","2,15",
"1770621177,699","-0,131689","0,438997","-0,196964","168,49","0","-0,000001","-0,000002","-0,1003","-0,6111","-0,6045","0,5011","1","-0,2","-0,0612","0,0058","-0,2","-0,0612","0,0058","-50","-15,31","1,44",
"1770621177,71","-0,132207","0,43884","-0,19697","168,65","0","-0,000001","-0,000002","-0,0989","-0,6115","-0,6057","0,4994","1","-0,2","-0,0627","0,003","-0,2","-0,0627","0,003","-50","-15,67","0,74",
"1770621177,722","-0,132726","0,438682","-0,196975","168,82","0","-0,000001","-0,000002","-0,0974","-0,612","-0,6068","0,4978","1","-0,2","-0,0641","0,0002","-0,2","-0,0641","0,0002","-50","-16,02","0,04",
"1770621177,734","-0,133244","0,438523","-0,19698","168,98","0","-0,000001","-0,000002","-0,096","-0,6124","-0,608","0,4961","1","-0,2","-0,0655","-0,0027","-0,2","-0,0655","-0,0027","-50","-16,37","-0,66",
"1770621177,745","-0,133762","0,438364","-0,196986","169,14","0","-0,000001","-0,000002","-0,0946","-0,6128","-0,6091","0,4945","1","-0,2","-0,0669","-0,0055","-0,2","-0,0669","-0,0055","-50","-16,72","-1,37",
"1770621177,757","-0,13428","0,438205","-0,196991","169,31","0","-0,000001","-0,000002","-0,0932","-0,6132","-0,6103","0,4928","1","-0,2","-0,0683","-0,0083","-0,2","-0,0683","-0,0083","-50","-17,07","-2,07",
"1770621177,769","-0,134797","0,438044","-0,196997","169,47","0","-0,000001","-0,000002","-0,0918","-0,6136","-0,6114","0,4911","1","-0,2","-0,0697","-0,0111","-0,2","-0,0697","-0,0111","-50","-17,42","-2,77",
"1770621177,779","-0,135315","0,437883","-0,197002","169,63","0","-0,000001","-0,000002","-0,0904","-0,614","-0,6125","0,4895","1","-0,2","-0,0711","-0,0139","-0,2","-0,0711","-0,0139","-50","-17,77","-3,48",
"1770621177,79","-0,135832","0,437722","-0,197008","169,79","0,000001","-0,000001","-0,000002","-0,089","-0,6145","-0,6137","0,4878","1","-0,2","-0,0725","-0,0167","-0,2","-0,0725","-0,0167","-50","-18,12","-4,18",
"1770621177,802","-0,136349","0,43756","-0,197013","169,95","0,000001","-0,000001","-0,000002","-0,0876","-0,6149","-0,6148","0,4861","1","-0,2","-0,0738","-0,0195","-0,2","-0,0738","-0,0195","-50","-18,46","-4,88",
"1770621177,813","-0,136865","0,437397","-0,197019","170,11","0,000001","-0,000001","-0,000002","-0,0862","-0,6153","-0,6159","0,4844","1","-0,2","-0,0752","-0,0223","-0,2","-0,0752","-0,0223","-50","-18,81","-5,58",
"1770621177,825","-0,137382","0,437234","-0,197024","170,28","0,000001","-0,000001","-0,000002","-0,0848","-0,6156","-0,617","0,4828","1","-0,2","-0,0766","-0,0251","-0,2","-0,0766","-0,0251","-50","-19,15","-6,29",
"1770621177,837","-0,137898","0,43707","-0,19703","170,44","0,000001","-0,000001","-0,000002","-0,0834","-0,616","-0,6182","0,4811","1","-0,2","-0,078","-0,0279","-0,2","-0,078","-0,0279","-50","-19,49","-6,99",
"1770621177,845","-0,138414","0,436905","-0,197036","170,6","0,000001","-0,000001","-0,000002","-0,082","-0,6164","-0,6193","0,4794","1","-0,2","-0,0793","-0,0308","-0,2","-0,0793","-0,0308","-50","-19,83","-7,69",
"1770621177,859","-0,13893","0,43674","-0,197041","170,76","0,000001","-0,000001","-0,000002","-0,0806","-0,6168","-0,6204","0,4777","1","-0,2","-0,0807","-0,0336","-0,2","-0,0807","-0,0336","-50","-20,17","-8,39",
"1770621177,87","-0,139446","0,436575","-0,197047","170,92","0,000001","-0,000001","-0,000002","-0,0792","-0,6172","-0,6215","0,476","1","-0,2","-0,082","-0,0364","-0,2","-0,082","-0,0364","-50","-20,5","-9,09",
"1770621177,894","-0,139961","0,436408","-0,197052","171,08","0,000001","-0,000001","-0,000002","-0,0778","-0,6175","-0,6226","0,4743","1","-0,2","-0,0833","-0,0392","-0,2","-0,0833","-0,0392","-50","-20,84","-9,79",
"1770621177,898","-0,140476","0,436241","-0,197058","171,24","0,000001","-0,000001","-0,000002","-0,0764","-0,6179","-0,6237","0,4726","1","-0,2","-0,0847","-0,042","-0,2","-0,0847","-0,042","-50","-21,17","-10,5",
"1770621177,91","-0,140991","0,436074","-0,197064","171,4","0,000001","-0,000001","-0,000002","-0,075","-0,6183","-0,6248","0,4709","1","-0,2","-0,086","-0,0448","-0,2","-0,086","-0,0448","-50","-21,5","-11,2",
"1770621177,921","-0,141506","0,435906","-0,197069","171,56","0,000001","-0,000001","-0,000002","-0,0736","-0,6186","-0,6259","0,4691","1","-0,2","-0,0873","-0,0476","-0,2","-0,0873","-0,0476","-50","-21,83","-11,9",
"1770621177,933","-0,142021","0,435737","-0,197075","171,72","0,000001","-0,000001","-0,000002","-0,0722","-0,619","-0,627","0,4674","1","-0,2","-0,0886","-0,0504","-0,2","-0,0886","-0,0504","-50","-22,16","-12,6",
"1770621177,944","-0,142535","0,435568","-0,19708","171,88","0,000001","-0,000001","-0,000002","-0,0708","-0,6193","-0,6281","0,4657","1","-0,2","-0,09","-0,0532","-0,2","-0,09","-0,0532","-50","-22,49","-13,3",
"1770621177,959","-0,143049","0,435398","-0,197086","172,04","0,000001","-0,000001","-0,000002","-0,0694","-0,6197","-0,6292","0,464","1","-0,2","-0,0913","-0,056","-0,2","-0,0913","-0,056","-50","-22,82","-14",
"1770621177,965","-0,143563","0,435227","-0,197092","172,2","0,000001","-0,000001","-0,000002","-0,0681","-0,62","-0,6303","0,4622","1","-0,2","-0,0926","-0,0588","-0,2","-0,0926","-0,0588","-50","-23,14","-14,7",
"1770621177,975","-0,144076","0,435056","-0,197097","172,35","0,000001","-0,000001","-0,000002","-0,0667","-0,6203","-0,6314","0,4605","1","-0,2","-0,0938","-0,0616","-0,2","-0,0938","-0,0616","-50","-23,46","-15,4",
"1770621177,988","-0,14459","0,434884","-0,197103","172,51","0,000001","-0,000001","-0,000002","-0,0653","-0,6207","-0,6325","0,4588","1","-0,2","-0,0951","-0,0644","-0,2","-0,0951","-0,0644","-50","-23,78","-16,09",
"1770621178","-0,145103","0,434712","-0,197109","172,67","0,000001","-0,000001","-0,000002","-0,0639","-0,621","-0,6336","0,457","1","-0,1995","-0,0964","-0,0672","-0,1995","-0,0964","-0,0672","-49,87","-24,1","-16,79",
"1770621178,012","-0,145616","0,434539","-0,197114","172,83","0,000001","-0,000001","-0,000002","-0,0625","-0,6213","-0,6347","0,4553","1","-0,1987","-0,0977","-0,07","-0,1987","-0,0977","-0,07","-49,66","-24,42","-17,49",
"1770621178,024","-0,146129","0,434365","-0,19712","172,99","0,000001","-0,000001","-0,000002","-0,0612","-0,6216","-0,6358","0,4535","1","-0,1978","-0,0989","-0,0728","-0,1978","-0,0989","-0,0728","-49,45","-24,74","-18,19",
"1770621178,037","-0,146641","0,434191","-0,197126","173,14","0,000001","-0,000001","-0,000002","-0,0598","-0,6219","-0,6368","0,4518","1","-0,197","-0,1002","-0,0755","-0,197","-0,1002","-0,0755","-49,24","-25,05","-18,89",
"1770621178,048","-0,147154","0,434016","-0,197131","173,3","0,000001","-0,000001","-0,000002","-0,0584","-0,6222","-0,6379","0,45","1","-0,1961","-0,1015","-0,0783","-0,1961","-0,1015","-0,0783","-49,02","-25,36","-19,58",
